Registered provider name;Head office location;Support_Cluster_Desc;Phone;Website;Email address;Head office address
Larard, Regina Mary;HAMILTON SOUTH;;610249408300;www.actionphysio.net.au;regina@actionphysio.org;Gr Floor, 61 Stewart Avenue, HAMILTON SOUTH, NSW, 2303
Laughing Mind Pty. Ltd.;RAWORTH;;;;healthservices@laughingmind.com;32 Jenna Drive, RAWORTH, NSW, 2321
Laura Bodycoat;NEUTRAL BAY;;;;laurabodycoat@optusnet.com.au;8/36 Wycombe Road, NEUTRAL BAY, NSW, 2089
Layburn, Amber Nanina Heidi;WEST WALLSEND;Assess-Skill, Ability, Needs;610417026246;;amberlayburn@icloud.com;53 Wilson Street, WEST WALLSEND, NSW, 2286
;;Early Childhood Supports;610417026246;;amberlayburn@icloud.com;53 Wilson Street, WEST WALLSEND, NSW, 2286
;;Therapeutic Supports;610417026246;;amberlayburn@icloud.com;53 Wilson Street, WEST WALLSEND, NSW, 2286
Leanne June Thomas;MEDOWIE;Assess-Skill, Ability, Needs;"+610249829876
(00) 00000000";;communicationtherapy@yahoo.com.au;37 Coachwood Dr, MEDOWIE, NSW, 2318
;;Early Childhood Supports;+610249829876(00) 00000000;;communicationtherapy@yahoo.com.au;37 Coachwood Dr, MEDOWIE, NSW, 2318
;;Therapeutic Supports;+610249829876(00) 00000000;;communicationtherapy@yahoo.com.au;37 Coachwood Dr, MEDOWIE, NSW, 2318
LeapFrog Ability;ISLINGTON;Accommodation/Tenancy;610249797777;;admin@leapfrog.org.au;37 Fern Street, ISLINGTON, NSW, 2296
;;Assess-Skill, Ability, Needs;610249797777;;admin@leapfrog.org.au;37 Fern Street, ISLINGTON, NSW, 2296
;;Assist-Life Stage, Transition;610249797777;;admin@leapfrog.org.au;37 Fern Street, ISLINGTON, NSW, 2296
;;Assist-Personal Activities;610249797777;;admin@leapfrog.org.au;37 Fern Street, ISLINGTON, NSW, 2296
;;Assist-Travel/Transport;610249797777;;admin@leapfrog.org.au;37 Fern Street, ISLINGTON, NSW, 2296
;;Behaviour Support;610249797777;;admin@leapfrog.org.au;37 Fern Street, ISLINGTON, NSW, 2296
;;Community Nursing Care;610249797777;;admin@leapfrog.org.au;37 Fern Street, ISLINGTON, NSW, 2296
;;Daily Tasks/Shared Living;610249797777;;admin@leapfrog.org.au;37 Fern Street, ISLINGTON, NSW, 2296
;;Development-Life Skills;610249797777;;admin@leapfrog.org.au;37 Fern Street, ISLINGTON, NSW, 2296
;;Early Childhood Supports;610249797777;;admin@leapfrog.org.au;37 Fern Street, ISLINGTON, NSW, 2296
;;Equipment Special Assess Setup;610249797777;;admin@leapfrog.org.au;37 Fern Street, ISLINGTON, NSW, 2296
;;Household Tasks;610249797777;;admin@leapfrog.org.au;37 Fern Street, ISLINGTON, NSW, 2296
;;Participate Community;610249797777;;admin@leapfrog.org.au;37 Fern Street, ISLINGTON, NSW, 2296
;;Physical Wellbeing;610249797777;;admin@leapfrog.org.au;37 Fern Street, ISLINGTON, NSW, 2296
;;Plan Management;610249797777;;admin@leapfrog.org.au;37 Fern Street, ISLINGTON, NSW, 2296
;;Therapeutic Supports;610249797777;;admin@leapfrog.org.au;37 Fern Street, ISLINGTON, NSW, 2296
;;Training-Travel Independence;610249797777;;admin@leapfrog.org.au;37 Fern Street, ISLINGTON, NSW, 2296
Lee Scott Simmons;WARATAH WEST;Personal Mobility Equipment;;;lifestyle.motion@gmail.com;5 Noreen Place, WARATAH WEST, NSW, 2298
Leeson, Marney Jane;FERN BAY;Assess-Skill, Ability, Needs;;;kidsphysionewcastle@gmail.com;Mobile Physiotherapy Service, 23 Jabiru Drive, FERN BAY, NSW, 2295
;;Early Childhood Supports;;;kidsphysionewcastle@gmail.com;Mobile Physiotherapy Service, 23 Jabiru Drive, FERN BAY, NSW, 2295
;;Therapeutic Supports;;;kidsphysionewcastle@gmail.com;Mobile Physiotherapy Service, 23 Jabiru Drive, FERN BAY, NSW, 2295
Leigh Hutton & Jennifer Kay;PENRITH;Assess-Skill, Ability, Needs;"+610247312432
(00) 0000 0000";www.chatterboxspeech.com.au;lisa.rickard@chatterboxspeech.com.au;680 High Street,, PENRITH, NSW, 2750
;;Comms & Info Equipment;+610247312432(00) 0000 0000;www.chatterboxspeech.com.au;lisa.rickard@chatterboxspeech.com.au;680 High Street,, PENRITH, NSW, 2750
;;Early Childhood Supports;+610247312432(00) 0000 0000;www.chatterboxspeech.com.au;lisa.rickard@chatterboxspeech.com.au;680 High Street,, PENRITH, NSW, 2750
;;Therapeutic Supports;+610247312432(00) 0000 0000;www.chatterboxspeech.com.au;lisa.rickard@chatterboxspeech.com.au;680 High Street,, PENRITH, NSW, 2750
Leisure Options Pty Ltd;PORT MELBOURNE;Assist-Travel/Transport;;;manager@leisureoptions.com.au;Level 1, Suite 50, 574 Plummer Street, PORT MELBOURNE, VIC, 3207
;;Other Innovative Supports;;;manager@leisureoptions.com.au;Level 1, Suite 50, 574 Plummer Street, PORT MELBOURNE, VIC, 3207
Leneham, Ian Maurice;MARYLAND;Assess-Skill, Ability, Needs;;;ian@keypsychology.com.au;207 Maryland Drive, MARYLAND, NSW, 2287
;;Therapeutic Supports;;;ian@keypsychology.com.au;207 Maryland Drive, MARYLAND, NSW, 2287
Life Without Barriers;NEWCASTLE;Accommodation/Tenancy;;;natreception@lwb.org.au;352 King St, NEWCASTLE, NSW, 2300
;;Assess-Skill, Ability, Needs;;;natreception@lwb.org.au;352 King St, NEWCASTLE, NSW, 2300
;;Assist Access/Maintain Employ;;;natreception@lwb.org.au;352 King St, NEWCASTLE, NSW, 2300
;;Assist-Integrate School/Ed;;;natreception@lwb.org.au;352 King St, NEWCASTLE, NSW, 2300
;;Assistive Equip-Recreation;;;natreception@lwb.org.au;352 King St, NEWCASTLE, NSW, 2300
;;Assist-Life Stage, Transition;;;natreception@lwb.org.au;352 King St, NEWCASTLE, NSW, 2300
;;Assist-Personal Activities;;;natreception@lwb.org.au;352 King St, NEWCASTLE, NSW, 2300
;;Assist-Travel/Transport;;;natreception@lwb.org.au;352 King St, NEWCASTLE, NSW, 2300
;;Behaviour Support;;;natreception@lwb.org.au;352 King St, NEWCASTLE, NSW, 2300
;;Daily Tasks/Shared Living;;;natreception@lwb.org.au;352 King St, NEWCASTLE, NSW, 2300
;;Development-Life Skills;;;natreception@lwb.org.au;352 King St, NEWCASTLE, NSW, 2300
;;Equipment Special Assess Setup;;;natreception@lwb.org.au;352 King St, NEWCASTLE, NSW, 2300
;;Household Tasks;;;natreception@lwb.org.au;352 King St, NEWCASTLE, NSW, 2300
;;Participate Community;;;;352 King Street, NEWCASTLE, NSW, 2300
;;;;;natreception@lwb.org.au;352 King St, NEWCASTLE, NSW, 2300
;;Therapeutic Supports;;;natreception@lwb.org.au;352 King St, NEWCASTLE, NSW, 2300
;;Training-Travel Independence;;;natreception@lwb.org.au;352 King St, NEWCASTLE, NSW, 2300
;;Vehicle modifications;;;natreception@lwb.org.au;352 King St, NEWCASTLE, NSW, 2300
Lifestart Co-operative Ltd;PUTNEY;Assess-Skill, Ability, Needs;"+610293640111
(00) 0000 0000";www.lifestart.org.au;info@lifestart.org.au;ADDRESS CONFIDENTIAL
;;Assist-Integrate School/Ed;+610293640111(00) 0000 0000;www.lifestart.org.au;info@lifestart.org.au;ADDRESS CONFIDENTIAL
;;Assist-Life Stage, Transition;+610293640111(00) 0000 0000;www.lifestart.org.au;info@lifestart.org.au;ADDRESS CONFIDENTIAL
;;Assist-Personal Activities;+610293640111(00) 0000 0000;www.lifestart.org.au;info@lifestart.org.au;ADDRESS CONFIDENTIAL
;;Behaviour Support;+610293640111(00) 0000 0000;www.lifestart.org.au;info@lifestart.org.au;ADDRESS CONFIDENTIAL
;;Development-Life Skills;+610293640111(00) 0000 0000;www.lifestart.org.au;info@lifestart.org.au;ADDRESS CONFIDENTIAL
;;Early Childhood Supports;+610293640111(00) 0000 0000;www.lifestart.org.au;info@lifestart.org.au;ADDRESS CONFIDENTIAL
;;Equipment Special Assess Setup;+610293640111(00) 0000 0000;www.lifestart.org.au;info@lifestart.org.au;ADDRESS CONFIDENTIAL
;;Participate Community;+610293640111(00) 0000 0000;www.lifestart.org.au;info@lifestart.org.au;ADDRESS CONFIDENTIAL
;;Therapeutic Supports;+610293640111(00) 0000 0000;www.lifestart.org.au;info@lifestart.org.au;ADDRESS CONFIDENTIAL
;;Training-Travel Independence;+610293640111(00) 0000 0000;www.lifestart.org.au;info@lifestart.org.au;ADDRESS CONFIDENTIAL
Lifestyle Solutions (Aust) Ltd;ISLINGTON;;;;;ADDRESS CONFIDENTIAL
;;Accommodation/Tenancy;;www.lifestylesolutions.org.au;david.hogg@ls.org.au;33 Fern St, ISLINGTON, NSW, 2296
;;Assess-Skill, Ability, Needs;;www.lifestylesolutions.org.au;david.hogg@ls.org.au;33 Fern St, ISLINGTON, NSW, 2296
;;Assist Access/Maintain Employ;;www.lifestylesolutions.org.au;david.hogg@ls.org.au;33 Fern St, ISLINGTON, NSW, 2296
;;Assist-Integrate School/Ed;;www.lifestylesolutions.org.au;david.hogg@ls.org.au;33 Fern St, ISLINGTON, NSW, 2296
;;Assist-Life Stage, Transition;;www.lifestylesolutions.org.au;david.hogg@ls.org.au;33 Fern St, ISLINGTON, NSW, 2296
;;Assist-Personal Activities;;www.lifestylesolutions.org.au;david.hogg@ls.org.au;33 Fern St, ISLINGTON, NSW, 2296
;;Assist-Travel/Transport;;www.lifestylesolutions.org.au;david.hogg@ls.org.au;33 Fern St, ISLINGTON, NSW, 2296
;;Behaviour Support;;www.lifestylesolutions.org.au;david.hogg@ls.org.au;33 Fern St, ISLINGTON, NSW, 2296
;;Daily Tasks/Shared Living;;www.lifestylesolutions.org.au;david.hogg@ls.org.au;33 Fern St, ISLINGTON, NSW, 2296
;;Development-Life Skills;;www.lifestylesolutions.org.au;david.hogg@ls.org.au;33 Fern St, ISLINGTON, NSW, 2296
;;Early Childhood Supports;;www.lifestylesolutions.org.au;david.hogg@ls.org.au;33 Fern St, ISLINGTON, NSW, 2296
;;Household Tasks;;www.lifestylesolutions.org.au;david.hogg@ls.org.au;33 Fern St, ISLINGTON, NSW, 2296
;;Other Innovative Supports;;www.lifestylesolutions.org.au;david.hogg@ls.org.au;33 Fern St, ISLINGTON, NSW, 2296
;;Participate Community;;www.lifestylesolutions.org.au;david.hogg@ls.org.au;33 Fern St, ISLINGTON, NSW, 2296
;;Plan Management;;www.lifestylesolutions.org.au;david.hogg@ls.org.au;33 Fern St, ISLINGTON, NSW, 2296
;;Training-Travel Independence;;www.lifestylesolutions.org.au;david.hogg@ls.org.au;33 Fern St, ISLINGTON, NSW, 2296
Lifts for Life Pty Ltd;JAMBEROO;;;;sales@lifts4life.com.au;1195 Jamberoo Road, JAMBEROO, NSW, 2533
Linstrom, Tricia Anne;STOCKTON;Assess-Skill, Ability, Needs;;;info@speechmoves.com.au;44 Monmouth St, STOCKTON, NSW, 2295
;;Early Childhood Supports;;;info@speechmoves.com.au;44 Monmouth St, STOCKTON, NSW, 2295
;;Therapeutic Supports;;;info@speechmoves.com.au;44 Monmouth St, STOCKTON, NSW, 2295
Linton-Mann, Cameron Fraser;NEWCASTLE WEST;;;;;Marketown East Shopping Centre, 23 Steel Street, NEWCASTLE WEST, NSW, 2302
Living My Way Brokers Limited;MENAI;Assist-Personal Activities;;;info@allowance.org.au;Ground Floor / Unit 11, 812 Old Illawarra Rd, MENAI, NSW, 2234
;;Plan Management;;;info@allowance.org.au;Ground Floor / Unit 11, 812 Old Illawarra Rd, MENAI, NSW, 2234
Living Strength Health Services P/L;KILLARNEY VALE;;;;admin@juelot.com.au;Suite 2, 3-5 Farrar Road, KILLARNEY VALE, NSW, 2261
Living Strong Pty Ltd;CAVES BEACH;;"+610429037565
0000 000 000";www.livingstrongphysio.com.au;scott@livingstrongphysio.com.au;ADDRESS CONFIDENTIAL
Loader, Phillip John;BELMONT NTH;;610408676927;;ploader1@bigpond.net.au;64 Buttaba Ave, BELMONT NTH, NSW, 2280
Lonsdale, Verona Dawn;WOODRISING;Behaviour Support;610432620586;;Verona.therapist@gmail.com;Woodrising Community Centre, 80 Haydenbrook Road, WOODRISING, NSW, 2284
;;Therapeutic Supports;610432620586;;Verona.therapist@gmail.com;Woodrising Community Centre, 80 Haydenbrook Road, WOODRISING, NSW, 2284
Lower Hunter Peer Support Incorporated;WESTON;Participate Community;;;lhpsinc@gmail.com;92 Station Street, WESTON, NSW, 2326
Lower Hunter Temporary Care Incorporated;KURRI KURRI;Assist-Personal Activities;;;anthony@lhtc.org.au;Kurri Kurri Hospital, Lang Street, KURRI KURRI, NSW, 2327
;;Daily Tasks/Shared Living;;;anthony@lhtc.org.au;Kurri Kurri Hospital, Lang Street, KURRI KURRI, NSW, 2327
;;Development-Life Skills;;;anthony@lhtc.org.au;Kurri Kurri Hospital, Lang Street, KURRI KURRI, NSW, 2327
;;Participate Community;;;anthony@lhtc.org.au;Kurri Kurri Hospital, Lang Street, KURRI KURRI, NSW, 2327
Lynette Raines;FORSTER;;;;raineslyn@gmail.com;Unit 202, North Street, FORSTER, NSW, 2428
M A & A M Sulis;CAMERON PARK;Household Tasks;;;;ADDRESS CONFIDENTIAL
Macarthur Disability Services Ltd.;CAMPELLTOWN;Assist-Life Stage, Transition;;;;8th Floor, 138 Queen Street, CAMPELLTOWN, NSW, 2560
;;Assist-Personal Activities;;;;8th Floor, 138 Queen Street, CAMPELLTOWN, NSW, 2560
;;Participate Community;;;;8th Floor, 138 Queen Street, CAMPELLTOWN, NSW, 2560
Mackander, Tracy;TAYLORS BEACH;;;;headquartershealthclub@gmail.com;2/8 Shearwater Drive, TAYLORS BEACH, NSW, 2316
Magnay, Kaylene Louise;GLENDALE;Assess-Skill, Ability, Needs;610491109439;www.kaymag.com.au;kaylene@kaymag.com.au;ADDRESS CONFIDENTIAL
;;Early Childhood Supports;610491109439;www.kaymag.com.au;kaylene@kaymag.com.au;ADDRESS CONFIDENTIAL
;;Equipment Special Assess Setup;610491109439;www.kaymag.com.au;kaylene@kaymag.com.au;ADDRESS CONFIDENTIAL
;;Therapeutic Supports;610491109439;www.kaymag.com.au;kaylene@kaymag.com.au;ADDRESS CONFIDENTIAL
Mai Wel Ltd;TELARAH;Accommodation/Tenancy;"+6149328599
00 00 00 00";www.maiwel.com.au;maiwel@maiwel.com.au;115A SOUTH ST, TELARAH, NSW, 2320
;;Assess-Skill, Ability, Needs;+61493285990  0 00 00 00;www.maiwel.com.au;maiwel@maiwel.com.au;115A SOUTH ST, TELARAH, NSW, 2320
;;Assist Access/Maintain Employ;+61493285990  0 00 00 00;www.maiwel.com.au;maiwel@maiwel.com.au;115A SOUTH ST, TELARAH, NSW, 2320
;;Assist-Life Stage, Transition;+61493285990  0 00 00 00;www.maiwel.com.au;maiwel@maiwel.com.au;115A SOUTH ST, TELARAH, NSW, 2320
;;Assist-Personal Activities;+61493285990  0 00 00 00;www.maiwel.com.au;maiwel@maiwel.com.au;115A SOUTH ST, TELARAH, NSW, 2320
;;Assist-Travel/Transport;+61493285990  0 00 00 00;www.maiwel.com.au;maiwel@maiwel.com.au;115A SOUTH ST, TELARAH, NSW, 2320
;;Behaviour Support;+61493285990  0 00 00 00;www.maiwel.com.au;maiwel@maiwel.com.au;115A SOUTH ST, TELARAH, NSW, 2320
;;Daily Tasks/Shared Living;+61493285990  0 00 00 00;www.maiwel.com.au;maiwel@maiwel.com.au;115A SOUTH ST, TELARAH, NSW, 2320
;;Development-Life Skills;+61493285990  0 00 00 00;www.maiwel.com.au;maiwel@maiwel.com.au;115A SOUTH ST, TELARAH, NSW, 2320
;;Household Tasks;+61493285990  0 00 00 00;www.maiwel.com.au;maiwel@maiwel.com.au;115A SOUTH ST, TELARAH, NSW, 2320
;;Other Innovative Supports;+61493285990  0 00 00 00;www.maiwel.com.au;maiwel@maiwel.com.au;115A SOUTH ST, TELARAH, NSW, 2320
;;Participate Community;+61493285990  0 00 00 00;www.maiwel.com.au;maiwel@maiwel.com.au;115A SOUTH ST, TELARAH, NSW, 2320
;;Physical Wellbeing;+61493285990  0 00 00 00;www.maiwel.com.au;maiwel@maiwel.com.au;115A SOUTH ST, TELARAH, NSW, 2320
;;Plan Management;+61493285990  0 00 00 00;www.maiwel.com.au;maiwel@maiwel.com.au;115A SOUTH ST, TELARAH, NSW, 2320
;;Training-Travel Independence;+61493285990  0 00 00 00;www.maiwel.com.au;maiwel@maiwel.com.au;115A SOUTH ST, TELARAH, NSW, 2320
;;Vehicle modifications;+61493285990  0 00 00 00;www.maiwel.com.au;maiwel@maiwel.com.au;115A SOUTH ST, TELARAH, NSW, 2320
Maitland City Council;MAITLAND;Assist-Life Stage, Transition;610249349759;www.maitland.nsw.gov.au;kathp@maitland.nsw.gov.au;Maitland City Council, 285 - 287 High Street, MAITLAND, NSW, 2320
Maitland Community Care Services Inc;TELARAH;Assist-Personal Activities;"+610249325755
0000000000";www.mccs.org.au;ceo@mccs.org.au;Units 3-6, 27 John Street, TELARAH, NSW, 2320
;;Household Tasks;+6102493257550 000000000;www.mccs.org.au;ceo@mccs.org.au;Units 3-6, 27 John Street, TELARAH, NSW, 2320
;;Participate Community;+6102493257550 000000000;www.mccs.org.au;ceo@mccs.org.au;Units 3-6, 27 John Street, TELARAH, NSW, 2320
Major, Chris Robert;QUEANBEYAN;Personal Mobility Equipment;;;;11 Shropshire Street, QUEANBEYAN, NSW, 2620
;;Vehicle modifications;;;;11 Shropshire Street, QUEANBEYAN, NSW, 2620
Mathewson, Margaret;THE HILL;Household Tasks;610488570515;;maidinnewcastle@gmail.com;Dollys Cottage, 118 Church Street, THE HILL, NSW, 2300
McAlpine Family Trust;ADAMSTOWN HEIGHTS;;610402436350;;reception@attunepsychology.com.au;ADDRESS CONFIDENTIAL
McAlpine, David Andrew;BANGOR;;;;davidotmc@gmail.com;7 Arika Close, BANGOR, NSW, 2234
McDermott, Sharon Louise;LAMBTON;;;;;Unit 1 82, Elder Street, LAMBTON, NSW, 2298
McFarlane, Kim Maree;MEREWETHER;Assess-Skill, Ability, Needs;;;;24 Myamblah Cres, MEREWETHER, NSW, 2291
;;Behaviour Support;;;;24 Myamblah Cres, MEREWETHER, NSW, 2291
;;Development-Life Skills;;;;24 Myamblah Cres, MEREWETHER, NSW, 2291
;;Early Childhood Supports;;;;24 Myamblah Cres, MEREWETHER, NSW, 2291
;;Therapeutic Supports;;;;24 Myamblah Cres, MEREWETHER, NSW, 2291
MDH Holdings Pty Ltd;ISLINGTON;;;;;326/14 Milford St, ISLINGTON, NSW, 2296
Meals on Wheels Central Coast Ltd;TUGGERAH;;;;admin@ccmow.com.au;Unit 6, 10 Pioneer Avenue,, TUGGERAH, NSW, 2259
Mend Group Pty. Ltd.;BROADMEADOW;;610417776971;www.mendservicers.com.au;info@mendservices.com.au;Level 1, 165 Lambton Rd, BROADMEADOW, NSW, 2292
Mercy Services;TIGHES HILL;Accommodation/Tenancy;;;hambly@mercyservices.org.au;32 Union Street, TIGHES HILL, NSW, 2297
;;Assist-Integrate School/Ed;;;hambly@mercyservices.org.au;32 Union Street, TIGHES HILL, NSW, 2297
;;Assist-Life Stage, Transition;;;hambly@mercyservices.org.au;32 Union Street, TIGHES HILL, NSW, 2297
;;Assist-Personal Activities;;;hambly@mercyservices.org.au;32 Union Street, TIGHES HILL, NSW, 2297
;;Assist-Travel/Transport;;;hambly@mercyservices.org.au;32 Union Street, TIGHES HILL, NSW, 2297
;;Community Nursing Care;;;hambly@mercyservices.org.au;32 Union Street, TIGHES HILL, NSW, 2297
;;Daily Tasks/Shared Living;;;hambly@mercyservices.org.au;32 Union Street, TIGHES HILL, NSW, 2297
;;Development-Life Skills;;;hambly@mercyservices.org.au;32 Union Street, TIGHES HILL, NSW, 2297
;;Early Childhood Supports;;;hambly@mercyservices.org.au;32 Union Street, TIGHES HILL, NSW, 2297
;;Household Tasks;;;hambly@mercyservices.org.au;32 Union Street, TIGHES HILL, NSW, 2297
;;Other Innovative Supports;;;hambly@mercyservices.org.au;32 Union Street, TIGHES HILL, NSW, 2297
;;Participate Community;;;hambly@mercyservices.org.au;32 Union Street, TIGHES HILL, NSW, 2297
;;Therapeutic Supports;;;hambly@mercyservices.org.au;32 Union Street, TIGHES HILL, NSW, 2297
;;Training-Travel Independence;;;hambly@mercyservices.org.au;32 Union Street, TIGHES HILL, NSW, 2297
Mewett, Bronwyn Anne;WARNERS BAY;Assess-Skill, Ability, Needs;610400235878;www.rehabmatters.com.au;bronwyn@rehabmatters.com.au;ADDRESS CONFIDENTIAL
;;Therapeutic Supports;610400235878;www.rehabmatters.com.au;bronwyn@rehabmatters.com.au;ADDRESS CONFIDENTIAL
MHNSF Pty Ltd;PENRITH;Assess-Skill, Ability, Needs;"+610247443344
(00) 00000000";www.springfwd.com.au;theteam@springfwd.com.au;1/32-33 Henry Street, PENRITH, NSW, 2750
;;Assistive Equip-Recreation;+610247443344(00) 00000000;www.springfwd.com.au;theteam@springfwd.com.au;1/32-33 Henry Street, PENRITH, NSW, 2750
;;Assist-Life Stage, Transition;+610247443344(00) 00000000;www.springfwd.com.au;theteam@springfwd.com.au;1/32-33 Henry Street, PENRITH, NSW, 2750
;;Behaviour Support;+610247443344(00) 00000000;www.springfwd.com.au;theteam@springfwd.com.au;1/32-33 Henry Street, PENRITH, NSW, 2750
;;Early Childhood Supports;+610247443344(00) 00000000;www.springfwd.com.au;theteam@springfwd.com.au;1/32-33 Henry Street, PENRITH, NSW, 2750
;;Equipment Special Assess Setup;+610247443344(00) 00000000;www.springfwd.com.au;theteam@springfwd.com.au;1/32-33 Henry Street, PENRITH, NSW, 2750
;;Physical Wellbeing;+610247443344(00) 00000000;www.springfwd.com.au;theteam@springfwd.com.au;1/32-33 Henry Street, PENRITH, NSW, 2750
;;Plan Management;+610247443344(00) 00000000;www.springfwd.com.au;theteam@springfwd.com.au;1/32-33 Henry Street, PENRITH, NSW, 2750
;;Therapeutic Supports;+610247443344(00) 00000000;www.springfwd.com.au;theteam@springfwd.com.au;1/32-33 Henry Street, PENRITH, NSW, 2750
MICHAEL ROMEO;NEWCASTLE;Behaviour Support;610423502522;www.mromeopsych.com;mromeopsych@gmail.com;ADDRESS CONFIDENTIAL
Michael Victor Bazaley;NEWCASTLE;;;;mvbpsychology@gmail.com;First Floor, Suite 103, 17 Bolton Street, NEWCASTLE, NSW, 2300
Michalak, Jessica Frances;MARYLAND;Assess-Skill, Ability, Needs;;;;36 Ulambi Crescent, MARYLAND, NSW, 2287
;;Comms & Info Equipment;;;;36 Ulambi Crescent, MARYLAND, NSW, 2287
;;Early Childhood Supports;;;;36 Ulambi Crescent, MARYLAND, NSW, 2287
;;Equipment Special Assess Setup;;;;36 Ulambi Crescent, MARYLAND, NSW, 2287
;;Therapeutic Supports;;;;36 Ulambi Crescent, MARYLAND, NSW, 2287
Michelle Kelly;NEWCASTLE;;;;michelleannekelly1@gmail.com;671-677 Hunter Street, NEWCASTLE, NSW, 2300
Michelle Newby;ELERMORE VALE;Assess-Skill, Ability, Needs;"+610249512116
(00) 00000000";www.steppingstonesforchildren.com.au;michelle@steppingstonesforchildren.com.au;ADDRESS CONFIDENTIAL
;;Behaviour Support;+610249512116(00) 00000000;www.steppingstonesforchildren.com.au;michelle@steppingstonesforchildren.com.au;ADDRESS CONFIDENTIAL
;;Early Childhood Supports;+610249512116(00) 00000000;www.steppingstonesforchildren.com.au;michelle@steppingstonesforchildren.com.au;ADDRESS CONFIDENTIAL
;;Equipment Special Assess Setup;+610249512116(00) 00000000;www.steppingstonesforchildren.com.au;michelle@steppingstonesforchildren.com.au;ADDRESS CONFIDENTIAL
;;Therapeutic Supports;+610249512116(00) 00000000;www.steppingstonesforchildren.com.au;michelle@steppingstonesforchildren.com.au;ADDRESS CONFIDENTIAL
Minappi Pty Ltd;CARINGBAH;;;;sales@nightnday-minappi.com.au;Unit 17, 65-75 Captain Cook Drive, CARINGBAH, NSW, 2229
Minimbah Challenge Inc;MARSFIELD;;"+610298872299
(00) 00000000";www.minimbah.org.au;admin@minimbah.org.au;10 Vincentia Street, MARSFIELD, NSW, 2122
Mission Australia;NEWCASTLE WEST;Accommodation/Tenancy;610240334911;www.missionaustralia.com.au;PHAMNCSintake@missionaustralia.com.au;Unit 3 to 4, 956 Hunter Street, NEWCASTLE WEST, NSW, 2302
;;Assist Access/Maintain Employ;610240334911;www.missionaustralia.com.au;PHAMNCSintake@missionaustralia.com.au;Unit 3 to 4, 956 Hunter Street, NEWCASTLE WEST, NSW, 2302
;;Assist-Integrate School/Ed;610240334911;www.missionaustralia.com.au;PHAMNCSintake@missionaustralia.com.au;Unit 3 to 4, 956 Hunter Street, NEWCASTLE WEST, NSW, 2302
;;Assist-Life Stage, Transition;610240334911;www.missionaustralia.com.au;PHAMNCSintake@missionaustralia.com.au;Unit 3 to 4, 956 Hunter Street, NEWCASTLE WEST, NSW, 2302
;;Development-Life Skills;610240334911;www.missionaustralia.com.au;PHAMNCSintake@missionaustralia.com.au;Unit 3 to 4, 956 Hunter Street, NEWCASTLE WEST, NSW, 2302
;;Participate Community;610240334911;www.missionaustralia.com.au;PHAMNCSintake@missionaustralia.com.au;Unit 3 to 4, 956 Hunter Street, NEWCASTLE WEST, NSW, 2302
;;Therapeutic Supports;610240334911;www.missionaustralia.com.au;PHAMNCSintake@missionaustralia.com.au;Unit 3 to 4, 956 Hunter Street, NEWCASTLE WEST, NSW, 2302
;SYDNEY;Assist-Life Stage, Transition;;;tiangs@missionaustralia.com.au;Level 7, 580 George Street, SYDNEY, NSW, 2001
Mitchell, Kathryn;VACY;Assess-Skill, Ability, Needs;;;kmitchell_speechpath@hotmail.com;55 Horns Crossing Rd, VACY, NSW, 2421
;;Therapeutic Supports;;;kmitchell_speechpath@hotmail.com;55 Horns Crossing Rd, VACY, NSW, 2421
MiTech Pty Ltd ATF Grason Trust;BOX HILL;;;;levo@levo.net.au;78 Terry Road, BOX HILL, NSW, 2765
MobiAID Pty Ltd;TORONTO;;;;j.dimarco@tempusgroup.com.au;Suite 1, 100-102 Brighton Avenue, TORONTO, NSW, 2283
Moffat Falls Pty. Limited;VIA ARMIDALE;;;;enquiries@yaraandoo.com.au;Yaraandoo Eco Lodge, Point Lookout Road, VIA ARMIDALE, NSW, 2350
Mogo Wheelchairs.com Pty ltd;BANKSTOWN;Personal Mobility Equipment;610297085255;;mogowheelchairs@onestream.com.au;Unit 5, 42 Canterbury Road, BANKSTOWN, NSW, 2200
Mohamed Lamin Kondeh;BANKSTOWN;;610405271072;;ausiimmigration@hotmail.com;First florr, 34 clements Avenue, BANKSTOWN, NSW, 2200
Molloy, Gerard Joseph;WARATAH;;;;3molloyg@gmail.com;Unit 10, 96 Station Street, WARATAH, NSW, 2298
Moore, Craig Edward;NEWCASTLE;Assess-Skill, Ability, Needs;;;craigmoore.psych@gmail.com;Room 202, 17 Bolton Street, NEWCASTLE, NSW, 2300
;;Assist-Life Stage, Transition;;;craigmoore.psych@gmail.com;Room 202, 17 Bolton Street, NEWCASTLE, NSW, 2300
;;Behaviour Support;;;craigmoore.psych@gmail.com;Room 202, 17 Bolton Street, NEWCASTLE, NSW, 2300
;;Therapeutic Supports;;;craigmoore.psych@gmail.com;Room 202, 17 Bolton Street, NEWCASTLE, NSW, 2300
Morisset & Toronto Meals on Wheels Incorporated;MORISSET;Household Tasks;610249733538;;manager@mormow.org.au;10 Stockton Street, MORISSET, NSW, 2264
Morris, Kate;CARDIFF;Assess-Skill, Ability, Needs;610438688556;;katemorris.speech@bigpond.com;2 Wendy Street, CARDIFF, NSW, 2285
;;Early Childhood Supports;610438688556;;katemorris.speech@bigpond.com;2 Wendy Street, CARDIFF, NSW, 2285
